NOC,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Year,Value,Flag Codes
POL,POP,TOT,MLN_PER,A,2000,38.2584775,
POL,POP,TOT,MLN_PER,A,2001,38.248076,
POL,POP,TOT,MLN_PER,A,2002,38.232301,
POL,POP,TOT,MLN_PER,A,2003,38.195177,
POL,POP,TOT,MLN_PER,A,2004,38.180249,
POL,POP,TOT,MLN_PER,A,2005,38.161313,
POL,POP,TOT,MLN_PER,A,2006,38.132277,
POL,POP,TOT,MLN_PER,A,2007,38.115967,
POL,POP,TOT,MLN_PER,A,2008,38.115909,
POL,POP,TOT,MLN_PER,A,2009,38.153389,
POL,POP,TOT,MLN_PER,A,2010,38.516689,
POL,POP,TOT,MLN_PER,A,2011,38.52567,
POL,POP,TOT,MLN_PER,A,2012,38.533789,
POL,POP,TOT,MLN_PER,A,2013,38.502396,
POL,POP,TOT,MLN_PER,A,2014,38.483957,
POL,POP,TOT,MLN_PER,A,2015,38.454576,
POL,POP,TOT,MLN_PER,A,2016,38.426809,
POL,POP,TOT,MLN_PER,A,2017,38.422346,
POL,POP,TOT,MLN_PER,A,2018,38.413139,
POL,POP,TOT,MLN_PER,A,2019,38.386476,
POL,POP,TOT,MLN_PER,A,2020,38.354173,
POL,POP,WOMEN,MLN_PER,A,1950,12994.004,
POL,POP,WOMEN,MLN_PER,A,1951,13226.025,
POL,POP,WOMEN,MLN_PER,A,1952,13464.642,
POL,POP,WOMEN,MLN_PER,A,1953,13706.478,
POL,POP,WOMEN,MLN_PER,A,1954,13948.589,
POL,POP,WOMEN,MLN_PER,A,1955,14188.39,
POL,POP,WOMEN,MLN_PER,A,1956,14423.724,
POL,POP,WOMEN,MLN_PER,A,1957,14652.824,
POL,POP,WOMEN,MLN_PER,A,1958,14874.281,
POL,POP,WOMEN,MLN_PER,A,1959,15087.065,
POL,POP,WOMEN,MLN_PER,A,1960,15347.164,
POL,POP,WOMEN,MLN_PER,A,1961,15467.3,
POL,POP,WOMEN,MLN_PER,A,1962,15638,
POL,POP,WOMEN,MLN_PER,A,1963,15813.9,
POL,POP,WOMEN,MLN_PER,A,1964,16045.8,
POL,POP,WOMEN,MLN_PER,A,1965,16208.7,
POL,POP,WOMEN,MLN_PER,A,1966,16303.3,
POL,POP,WOMEN,MLN_PER,A,1967,16422.4,
POL,POP,WOMEN,MLN_PER,A,1968,16611.4,
POL,POP,WOMEN,MLN_PER,A,1969,16735.4,
POL,POP,WOMEN,MLN_PER,A,1970,16788.652,
POL,POP,WOMEN,MLN_PER,A,1971,16834,
POL,POP,WOMEN,MLN_PER,A,1972,16999.8,
POL,POP,WOMEN,MLN_PER,A,1973,17146.6,
POL,POP,WOMEN,MLN_PER,A,1974,17307.556,
POL,POP,WOMEN,MLN_PER,A,1975,17470.087,
POL,POP,WOMEN,MLN_PER,A,1976,17638.562,
POL,POP,WOMEN,MLN_PER,A,1977,17807.418,
POL,POP,WOMEN,MLN_PER,A,1978,17966.233,
POL,POP,WOMEN,MLN_PER,A,1979,18079.272,
POL,POP,WOMEN,MLN_PER,A,1980,18242.706,
POL,POP,WOMEN,MLN_PER,A,1981,18408.727,
POL,POP,WOMEN,MLN_PER,A,1982,18571.379,
POL,POP,WOMEN,MLN_PER,A,1983,18744.353,
POL,POP,WOMEN,MLN_PER,A,1984,18914.01,
POL,POP,WOMEN,MLN_PER,A,1985,19059.169,
POL,POP,WOMEN,MLN_PER,A,1986,19187.521,
POL,POP,WOMEN,MLN_PER,A,1987,19294.04,
POL,POP,WOMEN,MLN_PER,A,1988,19395.266,
POL,POP,WOMEN,MLN_PER,A,1989,19458.305,
POL,POP,WOMEN,MLN_PER,A,1990,19496.5,
POL,POP,WOMEN,MLN_PER,A,1991,19542,
POL,POP,WOMEN,MLN_PER,A,1992,19581.5,
POL,POP,WOMEN,MLN_PER,A,1993,19611,
POL,POP,WOMEN,MLN_PER,A,1994,19631.5,
POL,POP,WOMEN,MLN_PER,A,1995,19648.5,
POL,POP,WOMEN,MLN_PER,A,1996,19665.5,
POL,POP,WOMEN,MLN_PER,A,1997,19682,
POL,POP,WOMEN,MLN_PER,A,1998,19693.5,
POL,POP,WOMEN,MLN_PER,A,1999,19706.5,
POL,POP,WOMEN,MLN_PER,A,2000,19715.808,
POL,POP,WOMEN,MLN_PER,A,2001,19716.825,
POL,POP,WOMEN,MLN_PER,A,2002,19715.122,
POL,POP,WOMEN,MLN_PER,A,2003,19702.227,
POL,POP,WOMEN,MLN_PER,A,2004,19701.881,
POL,POP,WOMEN,MLN_PER,A,2005,19700.583,
POL,POP,WOMEN,MLN_PER,A,2006,19696.176,
POL,POP,WOMEN,MLN_PER,A,2007,19698.893,
POL,POP,WOMEN,MLN_PER,A,2008,19707.504,
POL,POP,WOMEN,MLN_PER,A,2009,19730.046,
POL,POP,WOMEN,MLN_PER,A,2010,19869.085,
POL,POP,WOMEN,MLN_PER,A,2011,19875.565,
POL,POP,WOMEN,MLN_PER,A,2012,19882.348,
POL,POP,WOMEN,MLN_PER,A,2013,19868.029,
POL,POP,WOMEN,MLN_PER,A,2014,19860.916,
POL,POP,WOMEN,MLN_PER,A,2015,19847.159,
POL,POP,WOMEN,MLN_PER,A,2016,19835.181,
POL,POP,WOMEN,MLN_PER,A,2017,19833.606,
POL,POP,WOMEN,MLN_PER,A,2018,19829.503,
POL,POP,WOMEN,MLN_PER,A,2019,19816.926,
POL,POP,WOMEN,MLN_PER,A,2020,19802.471,
PRT,POP,TOT,AGRWTH,A,1951,0.641591455,
PRT,POP,TOT,AGRWTH,A,1952,0.73903997,
PRT,POP,TOT,AGRWTH,A,1953,0.294176601,
PRT,POP,TOT,AGRWTH,A,1954,0.284865093,
PRT,POP,TOT,AGRWTH,A,1955,0.402349605,
PRT,POP,TOT,AGRWTH,A,1956,0.494136505,
PRT,POP,TOT,AGRWTH,A,1957,0.341528639,
PRT,POP,TOT,AGRWTH,A,1958,0.427652816,
PRT,POP,TOT,AGRWTH,A,1959,0.581832894,
PRT,POP,TOT,AGRWTH,A,1960,0.646199314,
PRT,POP,TOT,AGRWTH,A,1961,0.80833479,
PRT,POP,TOT,AGRWTH,A,1962,0.724232405,
PRT,POP,TOT,AGRWTH,A,1963,0.404381373,
PRT,POP,TOT,AGRWTH,A,1964,0.055479546,
PRT,POP,TOT,AGRWTH,A,1965,-0.406956443,
PRT,POP,TOT,AGRWTH,A,1966,-0.75128395,
PRT,POP,TOT,AGRWTH,A,1967,-0.632292725,
PRT,POP,TOT,AGRWTH,A,1968,-0.426727305,
PRT,POP,TOT,AGRWTH,A,1969,-0.893381542,
PRT,POP,TOT,AGRWTH,A,1970,-0.882354452,
PRT,POP,TOT,AGRWTH,A,1971,-0.422513583,
PRT,POP,TOT,AGRWTH,A,1972,-0.154151755,
PRT,POP,TOT,AGRWTH,A,1973,0.030937043,
PRT,POP,TOT,AGRWTH,A,1974,1.404617032,
PRT,POP,TOT,AGRWTH,A,1975,3.873594451,
PRT,POP,TOT,AGRWTH,A,1976,2.884937996,
PRT,POP,TOT,AGRWTH,A,1977,1.06736326,
PRT,POP,TOT,AGRWTH,A,1978,1.084798569,
PRT,POP,TOT,AGRWTH,A,1979,1.077781256,
PRT,POP,TOT,AGRWTH,A,1980,1.086922939,
PRT,POP,TOT,AGRWTH,A,1981,0.870854036,
PRT,POP,TOT,AGRWTH,A,1982,0.613577361,
PRT,POP,TOT,AGRWTH,A,1983,0.465048096,
PRT,POP,TOT,AGRWTH,A,1984,0.385293434,
PRT,POP,TOT,AGRWTH,A,1985,0.27391321,
PRT,POP,TOT,AGRWTH,A,1986,0.090990145,
PRT,POP,TOT,AGRWTH,A,1987,-0.02694181,
PRT,POP,TOT,AGRWTH,A,1988,-0.103893004,
PRT,POP,TOT,AGRWTH,A,1989,-0.145814059,
PRT,POP,TOT,AGRWTH,A,1990,-0.217711144,
PRT,POP,TOT,AGRWTH,A,1991,-0.230216349,
PRT,POP,TOT,AGRWTH,A,1992,-0.07772407,
PRT,POP,TOT,AGRWTH,A,1993,0.122391439,
PRT,POP,TOT,AGRWTH,A,1994,0.26945687,
PRT,POP,TOT,AGRWTH,A,1995,0.346803916,
PRT,POP,TOT,AGRWTH,A,1996,0.376698953,
PRT,POP,TOT,AGRWTH,A,1997,0.447463716,
PRT,POP,TOT,AGRWTH,A,1998,0.506668479,
PRT,POP,TOT,AGRWTH,A,1999,0.567233152,
PRT,POP,TOT,AGRWTH,A,2000,0.705335811,
PRT,POP,TOT,AGRWTH,A,2001,0.707718386,
PRT,POP,TOT,AGRWTH,A,2002,0.549170409,
PRT,POP,TOT,AGRWTH,A,2003,0.376121783,
PRT,POP,TOT,AGRWTH,A,2004,0.239415131,
PRT,POP,TOT,AGRWTH,A,2005,0.185704484,
PRT,POP,TOT,AGRWTH,A,2006,0.180495138,
PRT,POP,TOT,AGRWTH,A,2007,0.196492436,
PRT,POP,TOT,AGRWTH,A,2008,0.144295292,
PRT,POP,TOT,AGRWTH,A,2009,0.095376318,
PRT,POP,TOT,AGRWTH,A,2010,0.04592531,
PRT,POP,TOT,AGRWTH,A,2011,-0.146981491,
PRT,POP,TOT,AGRWTH,A,2012,-0.404601082,
PRT,POP,TOT,AGRWTH,A,2013,-0.547307242,
PRT,POP,TOT,AGRWTH,A,2014,-0.537744225,
PRT,POP,TOT,AGRWTH,A,2015,-0.413279933,
PRT,POP,TOT,AGRWTH,A,2016,-0.314966795,
PRT,POP,TOT,AGRWTH,A,2017,-0.243587411,
PRT,POP,TOT,AGRWTH,A,2018,-0.159975923,
PRT,POP,TOT,AGRWTH,A,2019,0.023736311,
PRT,POP,TOT,AGRWTH,A,2020,0.105164529,
PRT,POP,MEN,MLN_PER,A,1950,4.074159,
PRT,POP,MEN,MLN_PER,A,1951,4.094324,
PRT,POP,MEN,MLN_PER,A,1952,4.12784,
PRT,POP,MEN,MLN_PER,A,1953,4.13238,
PRT,POP,MEN,MLN_PER,A,1954,4.138955,
PRT,POP,MEN,MLN_PER,A,1955,4.14896,
PRT,POP,MEN,MLN_PER,A,1956,4.165505,
PRT,POP,MEN,MLN_PER,A,1957,4.17484,
PRT,POP,MEN,MLN_PER,A,1958,4.18599,
PRT,POP,MEN,MLN_PER,A,1959,4.209315,
PRT,POP,MEN,MLN_PER,A,1960,4.238603,
PRT,POP,MEN,MLN_PER,A,1961,4.274058,
PRT,POP,MEN,MLN_PER,A,1962,4.304225,
PRT,POP,MEN,MLN_PER,A,1963,4.321825,
PRT,POP,MEN,MLN_PER,A,1964,4.31802,
PRT,POP,MEN,MLN_PER,A,1965,4.287885,
PRT,POP,MEN,MLN_PER,A,1966,4.247485,
PRT,POP,MEN,MLN_PER,A,1967,4.22451,
PRT,POP,MEN,MLN_PER,A,1968,4.22338,
PRT,POP,MEN,MLN_PER,A,1969,4.19106,
PRT,POP,MEN,MLN_PER,A,1970,4.1337,
PRT,POP,MEN,MLN_PER,A,1971,4.0936265,
PRT,POP,MEN,MLN_PER,A,1972,4.0789675,
PRT,POP,MEN,MLN_PER,A,1973,4.0704815,
PRT,POP,MEN,MLN_PER,A,1974,4.1296535,
PRT,POP,MEN,MLN_PER,A,1975,4.314834,
PRT,POP,MEN,MLN_PER,A,1976,4.4595515,
PRT,POP,MEN,MLN_PER,A,1977,4.5183745,
PRT,POP,MEN,MLN_PER,A,1978,4.579063,
PRT,POP,MEN,MLN_PER,A,1979,4.6399395,
PRT,POP,MEN,MLN_PER,A,1980,4.7006855,
PRT,POP,MEN,MLN_PER,A,1981,4.746804,
PRT,POP,MEN,MLN_PER,A,1982,4.7770685,
PRT,POP,MEN,MLN_PER,A,1983,4.80057,
PRT,POP,MEN,MLN_PER,A,1984,4.8202215,
PRT,POP,MEN,MLN_PER,A,1985,4.833955,
PRT,POP,MEN,MLN_PER,A,1986,4.8384725,
PRT,POP,MEN,MLN_PER,A,1987,4.837144,
PRT,POP,MEN,MLN_PER,A,1988,4.8317755,
PRT,POP,MEN,MLN_PER,A,1989,4.824069,
PRT,POP,MEN,MLN_PER,A,1990,4.8129355,
PRT,POP,MEN,MLN_PER,A,1991,4.800865,
PRT,POP,MEN,MLN_PER,A,1992,4.7956335,
PRT,POP,MEN,MLN_PER,A,1993,4.800492,
PRT,POP,MEN,MLN_PER,A,1994,4.8134115,
PRT,POP,MEN,MLN_PER,A,1995,4.8309375,
PRT,POP,MEN,MLN_PER,A,1996,4.8502345,
PRT,POP,MEN,MLN_PER,A,1997,4.8729525,
PRT,POP,MEN,MLN_PER,A,1998,4.8987755,
PRT,POP,MEN,MLN_PER,A,1999,4.9281595,
PRT,POP,MEN,MLN_PER,A,2000,4.965304,
PRT,POP,MEN,MLN_PER,A,2001,5.002916,
PRT,POP,MEN,MLN_PER,A,2002,5.028357,
PRT,POP,MEN,MLN_PER,A,2003,5.0423345,
PRT,POP,MEN,MLN_PER,A,2004,5.0505255,
PRT,POP,MEN,MLN_PER,A,2005,5.0562675,
PRT,POP,MEN,MLN_PER,A,2006,5.061604,
PRT,POP,MEN,MLN_PER,A,2007,5.067071,
PRT,POP,MEN,MLN_PER,A,2008,5.067993,
PRT,POP,MEN,MLN_PER,A,2009,5.064992,
PRT,POP,MEN,MLN_PER,A,2010,5.058644,
PRT,POP,MEN,MLN_PER,A,2011,5.04199,
PRT,POP,MEN,MLN_PER,A,2012,5.013067,
PRT,POP,MEN,MLN_PER,A,2013,4.9768585,
PRT,POP,MEN,MLN_PER,A,2014,4.940843,
PRT,POP,MEN,MLN_PER,A,2015,4.9125875,
PRT,POP,MEN,MLN_PER,A,2016,4.8919825,
PRT,POP,MEN,MLN_PER,A,2017,4.875074,
PRT,POP,MEN,MLN_PER,A,2018,4.860029,
PRT,POP,MEN,MLN_PER,A,2019,4.8561715,
PRT,POP,MEN,MLN_PER,A,2020,4.859363,
PRT,POP,TOT,MLN_PER,A,1950,8.439171,
PRT,POP,TOT,MLN_PER,A,1951,8.493316,
PRT,POP,TOT,MLN_PER,A,1952,8.556085,
PRT,POP,TOT,MLN_PER,A,1953,8.581255,
PRT,POP,TOT,MLN_PER,A,1954,8.6057,
PRT,POP,TOT,MLN_PER,A,1955,8.640325,
PRT,POP,TOT,MLN_PER,A,1956,8.68302,
PRT,POP,TOT,MLN_PER,A,1957,8.712675,
PRT,POP,TOT,MLN_PER,A,1958,8.749935,
PRT,POP,TOT,MLN_PER,A,1959,8.800845,
PRT,POP,TOT,MLN_PER,A,1960,8.857716,
PRT,POP,TOT,MLN_PER,A,1961,8.929316,
PRT,POP,TOT,MLN_PER,A,1962,8.993985,
PRT,POP,TOT,MLN_PER,A,1963,9.030355,
PRT,POP,TOT,MLN_PER,A,1964,9.035365,
PRT,POP,TOT,MLN_PER,A,1965,8.998595,
PRT,POP,TOT,MLN_PER,A,1966,8.93099,
PRT,POP,TOT,MLN_PER,A,1967,8.87452,
PRT,POP,TOT,MLN_PER,A,1968,8.83665,
PRT,POP,TOT,MLN_PER,A,1969,8.757705,
PRT,POP,TOT,MLN_PER,A,1970,8.680431,
PRT,POP,TOT,MLN_PER,A,1971,8.643755,
PRT,POP,TOT,MLN_PER,A,1972,8.6304305,
PRT,POP,TOT,MLN_PER,A,1973,8.6331005,
PRT,POP,TOT,MLN_PER,A,1974,8.7543625,
PRT,POP,TOT,MLN_PER,A,1975,9.093471,
PRT,POP,TOT,MLN_PER,A,1976,9.355812,
PRT,POP,TOT,MLN_PER,A,1977,9.4556725,
PRT,POP,TOT,MLN_PER,A,1978,9.5582475,
PRT,POP,TOT,MLN_PER,A,1979,9.6612645,
PRT,POP,TOT,MLN_PER,A,1980,9.766275,
PRT,POP,TOT,MLN_PER,A,1981,9.851325,
PRT,POP,TOT,MLN_PER,A,1982,9.9117705,
PRT,POP,TOT,MLN_PER,A,1983,9.957865,
PRT,POP,TOT,MLN_PER,A,1984,9.996232,
PRT,POP,TOT,MLN_PER,A,1985,10.023613,
PRT,POP,TOT,MLN_PER,A,1986,10.0327335,
PRT,POP,TOT,MLN_PER,A,1987,10.0300305,
PRT,POP,TOT,MLN_PER,A,1988,10.01961,
PRT,POP,TOT,MLN_PER,A,1989,10.005,
PRT,POP,TOT,MLN_PER,A,1990,9.983218,
PRT,POP,TOT,MLN_PER,A,1991,9.960235,
PRT,POP,TOT,MLN_PER,A,1992,9.9524935,
PRT,POP,TOT,MLN_PER,A,1993,9.9646745,
PRT,POP,TOT,MLN_PER,A,1994,9.991525,
PRT,POP,TOT,MLN_PER,A,1995,10.026176,
PRT,POP,TOT,MLN_PER,A,1996,10.0639445,
PRT,POP,TOT,MLN_PER,A,1997,10.108977,
PRT,POP,TOT,MLN_PER,A,1998,10.160196,
PRT,POP,TOT,MLN_PER,A,1999,10.217828,
PRT,POP,TOT,MLN_PER,A,2000,10.289898,
PRT,POP,TOT,MLN_PER,A,2001,10.3627215,
PRT,POP,TOT,MLN_PER,A,2002,10.4196305,
PRT,POP,TOT,MLN_PER,A,2003,10.458821,
PRT,POP,TOT,MLN_PER,A,2004,10.483861,
PRT,POP,TOT,MLN_PER,A,2005,10.50333,
PRT,POP,TOT,MLN_PER,A,2006,10.522288,
PRT,POP,TOT,MLN_PER,A,2007,10.5429635,
PRT,POP,TOT,MLN_PER,A,2008,10.5581765,
PRT,POP,TOT,MLN_PER,A,2009,10.5682465,
PRT,POP,TOT,MLN_PER,A,2010,10.5731,
PRT,POP,TOT,MLN_PER,A,2011,10.5575595,
PRT,POP,TOT,MLN_PER,A,2012,10.5148435,
PRT,POP,TOT,MLN_PER,A,2013,10.457295,
PRT,POP,TOT,MLN_PER,A,2014,10.4010615,
PRT,POP,TOT,MLN_PER,A,2015,10.358076,
PRT,POP,TOT,MLN_PER,A,2016,10.3254515,
PRT,POP,TOT,MLN_PER,A,2017,10.3003,
PRT,POP,TOT,MLN_PER,A,2018,10.283822,
PRT,POP,TOT,MLN_PER,A,2019,10.286263,
PRT,POP,TOT,MLN_PER,A,2020,10.2970805,
PRT,POP,WOMEN,MLN_PER,A,1950,4365.012,
PRT,POP,WOMEN,MLN_PER,A,1951,4398.992,
PRT,POP,WOMEN,MLN_PER,A,1952,4428.245,
PRT,POP,WOMEN,MLN_PER,A,1953,4448.875,
PRT,POP,WOMEN,MLN_PER,A,1954,4466.745,
PRT,POP,WOMEN,MLN_PER,A,1955,4491.365,
PRT,POP,WOMEN,MLN_PER,A,1956,4517.515,
PRT,POP,WOMEN,MLN_PER,A,1957,4537.835,
PRT,POP,WOMEN,MLN_PER,A,1958,4563.945,
PRT,POP,WOMEN,MLN_PER,A,1959,4591.53,
PRT,POP,WOMEN,MLN_PER,A,1960,4619.113,
PRT,POP,WOMEN,MLN_PER,A,1961,4655.258,
PRT,POP,WOMEN,MLN_PER,A,1962,4689.76,
PRT,POP,WOMEN,MLN_PER,A,1963,4708.53,
PRT,POP,WOMEN,MLN_PER,A,1964,4717.345,
PRT,POP,WOMEN,MLN_PER,A,1965,4710.71,
PRT,POP,WOMEN,MLN_PER,A,1966,4683.505,
PRT,POP,WOMEN,MLN_PER,A,1967,4650.01,
PRT,POP,WOMEN,MLN_PER,A,1968,4613.27,
PRT,POP,WOMEN,MLN_PER,A,1969,4566.645,
PRT,POP,WOMEN,MLN_PER,A,1970,4546.731,
PRT,POP,WOMEN,MLN_PER,A,1971,4550.1285,
PRT,POP,WOMEN,MLN_PER,A,1972,4551.463,
PRT,POP,WOMEN,MLN_PER,A,1973,4562.619,
PRT,POP,WOMEN,MLN_PER,A,1974,4624.709,
PRT,POP,WOMEN,MLN_PER,A,1975,4778.637,
PRT,POP,WOMEN,MLN_PER,A,1976,4896.2605,
PRT,POP,WOMEN,MLN_PER,A,1977,4937.298,
PRT,POP,WOMEN,MLN_PER,A,1978,4979.1845,
PRT,POP,WOMEN,MLN_PER,A,1979,5021.325,
PRT,POP,WOMEN,MLN_PER,A,1980,5065.5895,
PRT,POP,WOMEN,MLN_PER,A,1981,5104.521,
PRT,POP,WOMEN,MLN_PER,A,1982,5134.702,
PRT,POP,WOMEN,MLN_PER,A,1983,5157.295,
PRT,POP,WOMEN,MLN_PER,A,1984,5176.0105,
PRT,POP,WOMEN,MLN_PER,A,1985,5189.658,
PRT,POP,WOMEN,MLN_PER,A,1986,5194.261,
PRT,POP,WOMEN,MLN_PER,A,1987,5192.8865,
PRT,POP,WOMEN,MLN_PER,A,1988,5187.8345,
PRT,POP,WOMEN,MLN_PER,A,1989,5180.931,
PRT,POP,WOMEN,MLN_PER,A,1990,5170.2825,
PRT,POP,WOMEN,MLN_PER,A,1991,5159.37,
PRT,POP,WOMEN,MLN_PER,A,1992,5156.86,
PRT,POP,WOMEN,MLN_PER,A,1993,5164.1825,
PRT,POP,WOMEN,MLN_PER,A,1994,5178.1135,
PRT,POP,WOMEN,MLN_PER,A,1995,5195.2385,
PRT,POP,WOMEN,MLN_PER,A,1996,5213.71,
PRT,POP,WOMEN,MLN_PER,A,1997,5236.0245,
PRT,POP,WOMEN,MLN_PER,A,1998,5261.4205,
PRT,POP,WOMEN,MLN_PER,A,1999,5289.6685,
PRT,POP,WOMEN,MLN_PER,A,2000,5324.594,
PRT,POP,WOMEN,MLN_PER,A,2001,5359.8055,
PRT,POP,WOMEN,MLN_PER,A,2002,5391.2735,
PRT,POP,WOMEN,MLN_PER,A,2003,5416.4865,
PRT,POP,WOMEN,MLN_PER,A,2004,5433.3355,
PRT,POP,WOMEN,MLN_PER,A,2005,5447.0625,
PRT,POP,WOMEN,MLN_PER,A,2006,5460.684,
PRT,POP,WOMEN,MLN_PER,A,2007,5475.8925,
PRT,POP,WOMEN,MLN_PER,A,2008,5490.1835,
PRT,POP,WOMEN,MLN_PER,A,2009,5503.2545,
PRT,POP,WOMEN,MLN_PER,A,2010,5514.456,
PRT,POP,WOMEN,MLN_PER,A,2011,5515.5695,
PRT,POP,WOMEN,MLN_PER,A,2012,5501.7765,
PRT,POP,WOMEN,MLN_PER,A,2013,5480.4365,
PRT,POP,WOMEN,MLN_PER,A,2014,5460.2185,
PRT,POP,WOMEN,MLN_PER,A,2015,5445.4885,
PRT,POP,WOMEN,MLN_PER,A,2016,5433.469,
PRT,POP,WOMEN,MLN_PER,A,2017,5425.226,
PRT,POP,WOMEN,MLN_PER,A,2018,5423.793,
PRT,POP,WOMEN,MLN_PER,A,2019,5430.0915,
PRT,POP,WOMEN,MLN_PER,A,2020,5437.7175,
SVK,POP,TOT,AGRWTH,A,1951,1.306559998,
SVK,POP,TOT,AGRWTH,A,1952,1.409041188,
SVK,POP,TOT,AGRWTH,A,1953,1.141721075,
SVK,POP,TOT,AGRWTH,A,1954,1.7415994,
SVK,POP,TOT,AGRWTH,A,1955,1.779738392,
SVK,POP,TOT,AGRWTH,A,1956,1.623731653,
SVK,POP,TOT,AGRWTH,A,1957,1.509488367,
SVK,POP,TOT,AGRWTH,A,1958,1.443028169,
SVK,POP,TOT,AGRWTH,A,1959,1.186947577,
SVK,POP,TOT,AGRWTH,A,1960,1.222263642,
SVK,POP,TOT,AGRWTH,A,1961,4.949765539,
SVK,POP,TOT,AGRWTH,A,1962,1.099218817,
SVK,POP,TOT,AGRWTH,A,1963,1.0573008,
SVK,POP,TOT,AGRWTH,A,1964,1.052659843,
SVK,POP,TOT,AGRWTH,A,1965,1.054679711,
SVK,POP,TOT,AGRWTH,A,1966,0.920478462,
SVK,POP,TOT,AGRWTH,A,1967,0.838881585,
SVK,POP,TOT,AGRWTH,A,1968,0.736393702,
SVK,POP,TOT,AGRWTH,A,1969,0.783222442,
SVK,POP,TOT,AGRWTH,A,1970,0.214350223,
SVK,POP,TOT,AGRWTH,A,1971,0.681953839,
SVK,POP,TOT,AGRWTH,A,1972,0.811279525,
SVK,POP,TOT,AGRWTH,A,1973,0.964747962,
SVK,POP,TOT,AGRWTH,A,1974,1.084778005,
SVK,POP,TOT,AGRWTH,A,1975,1.02935101,
SVK,POP,TOT,AGRWTH,A,1976,1.058194025,
SVK,POP,TOT,AGRWTH,A,1977,1.072502658,
SVK,POP,TOT,AGRWTH,A,1978,1.050524715,
SVK,POP,TOT,AGRWTH,A,1979,0.992502974,
SVK,POP,TOT,AGRWTH,A,1980,0.89283419,
SVK,POP,TOT,AGRWTH,A,1981,0.656076011,
SVK,POP,TOT,AGRWTH,A,1982,0.752197714,
SVK,POP,TOT,AGRWTH,A,1983,0.727372363,
SVK,POP,TOT,AGRWTH,A,1984,0.710630209,
SVK,POP,TOT,AGRWTH,A,1985,0.664427984,
SVK,POP,TOT,AGRWTH,A,1986,0.600566974,
SVK,POP,TOT,AGRWTH,A,1987,0.593515354,
SVK,POP,TOT,AGRWTH,A,1988,0.526666525,
SVK,POP,TOT,AGRWTH,A,1989,0.477345785,
SVK,POP,TOT,AGRWTH,A,1990,0.409159192,
SVK,POP,TOT,AGRWTH,A,1991,-0.271245999,
SVK,POP,TOT,AGRWTH,A,1992,0.437880579,
SVK,POP,TOT,AGRWTH,A,1993,0.340956695,
SVK,POP,TOT,AGRWTH,A,1994,0.427841774,
SVK,POP,TOT,AGRWTH,A,1995,0.30412837,
SVK,POP,TOT,AGRWTH,A,1996,0.18862064,
SVK,POP,TOT,AGRWTH,A,1997,0.175667355,
SVK,POP,TOT,AGRWTH,A,1998,0.141792116,
SVK,POP,TOT,AGRWTH,A,1999,0.082695433,
SVK,POP,TOT,AGRWTH,A,2000,0.099252612,
SVK,POP,TOT,AGRWTH,A,2001,-0.386969861,
SVK,POP,TOT,AGRWTH,A,2002,-0.018049065,
SVK,POP,TOT,AGRWTH,A,2003,0.002621398,
SVK,POP,TOT,AGRWTH,A,2004,0.067373744,
SVK,POP,TOT,AGRWTH,A,2005,0.087523181,
SVK,POP,TOT,AGRWTH,A,2006,0.072374118,
SVK,POP,TOT,AGRWTH,A,2007,0.122088209,
SVK,POP,TOT,AGRWTH,A,2008,0.170552039,
SVK,POP,TOT,AGRWTH,A,2009,0.210875884,
SVK,POP,TOT,AGRWTH,A,2010,0.233464873,
SVK,POP,TOT,AGRWTH,A,2011,-0.600991636,
SVK,POP,TOT,AGRWTH,A,2012,0.17032875,
SVK,POP,TOT,AGRWTH,A,2013,0.10750652,
SVK,POP,TOT,AGRWTH,A,2014,0.097101771,
SVK,POP,TOT,AGRWTH,A,2015,0.095069823,
SVK,POP,TOT,AGRWTH,A,2016,0.129005482,
SVK,POP,TOT,AGRWTH,A,2017,0.155299475,
SVK,POP,TOT,AGRWTH,A,2018,0.138604139,
SVK,POP,TOT,AGRWTH,A,2019,0.135428875,
SVK,POP,TOT,AGRWTH,A,2020,0.085806268,
SVK,POP,MEN,MLN_PER,A,1950,1.67897,
SVK,POP,MEN,MLN_PER,A,1951,1.700135,
SVK,POP,MEN,MLN_PER,A,1952,1.724275,
SVK,POP,MEN,MLN_PER,A,1953,1.744174,
SVK,POP,MEN,MLN_PER,A,1954,1.77949,
SVK,POP,MEN,MLN_PER,A,1955,1.815526,
SVK,POP,MEN,MLN_PER,A,1956,1.847245,
SVK,POP,MEN,MLN_PER,A,1957,1.876939,
SVK,POP,MEN,MLN_PER,A,1958,1.905577,
SVK,POP,MEN,MLN_PER,A,1959,1.929314,
SVK,POP,MEN,MLN_PER,A,1960,1.954011,
SVK,POP,MEN,MLN_PER,A,1961,2.072974,
SVK,POP,MEN,MLN_PER,A,1962,2.096366,
SVK,POP,MEN,MLN_PER,A,1963,2.118791,
SVK,POP,MEN,MLN_PER,A,1964,2.140848,
SVK,POP,MEN,MLN_PER,A,1965,2.163556,
SVK,POP,MEN,MLN_PER,A,1966,2.182889,
SVK,POP,MEN,MLN_PER,A,1967,2.200511,
SVK,POP,MEN,MLN_PER,A,1968,2.216195,
SVK,POP,MEN,MLN_PER,A,1969,2.232871,
SVK,POP,MEN,MLN_PER,A,1970,2.23433,
